Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa1	kappa2	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	YuleModel	birthRate	
0	-7455.992273813801	-7449.477579881188	-6.514693932613192	-7449.477579881188	0.9060447334216741	0.781927403150442	1.285688200832305	0.2359176663427744	0.24712272060060808	0.29464120414367645	0.2223184089129415	-3.549049813477695	1.9533465323867412	
1	-7455.992273813801	-7449.477579881188	-6.514693932613192	-7449.477579881188	0.9060447334216741	0.781927403150442	1.285688200832305	0.2359176663427744	0.24712272060060808	0.29464120414367645	0.2223184089129415	-3.549049813477695	1.9533465323867412	
2	-7450.77078225541	-7444.262146831866	-6.508635423544101	-7444.262146831866	0.9965150240003164	0.7066097321707514	0.972719372364494	0.23360135414491423	0.2564574381260905	0.277990906989804	0.23195030073919182	-3.6806111793479794	1.433377825994508	
3	-7449.838295354913	-7442.692326645163	-7.14596870974907	-7442.692326645163	1.0586886958201378	0.9478765982960368	1.3036288186630547	0.2392515487045172	0.26198822007310024	0.27038855609655466	0.22837167512582845	-4.122206317294494	0.9527084824210192	
4	-7449.838295354913	-7442.692326645163	-7.14596870974907	-7442.692326645163	1.0586886958201378	0.9478765982960368	1.3036288186630547	0.2392515487045172	0.26198822007310024	0.27038855609655466	0.22837167512582845	-4.122206317294494	0.9527084824210192	
5	-7447.758913649835	-7440.376004215661	-7.382909434174955	-7440.376004215661	1.042140580375557	0.981037353493506	1.280918932258045	0.23312897283159964	0.27607044254865293	0.2542114232990809	0.236589161320667	-4.35677778553347	1.8158217752833092	
6	-7446.403971353566	-7438.028319839257	-8.375651514308373	-7438.028319839257	1.0018614488962074	0.981037353493506	1.280918932258045	0.24448353243190982	0.26829294058240155	0.2475259589811937	0.2396975680044954	-5.349519865666889	2.5052597328321355	
7	-7446.403971353566	-7438.028319839257	-8.375651514308373	-7438.028319839257	1.0018614488962074	0.981037353493506	1.280918932258045	0.24448353243190982	0.26829294058240155	0.2475259589811937	0.2396975680044954	-5.349519865666889	2.5052597328321355	
8	-7446.403971353566	-7438.028319839257	-8.375651514308373	-7438.028319839257	1.0018614488962074	0.981037353493506	1.280918932258045	0.24448353243190982	0.26829294058240155	0.2475259589811937	0.2396975680044954	-5.349519865666889	2.5052597328321355	
9	-7446.403971353566	-7438.028319839257	-8.375651514308373	-7438.028319839257	1.0018614488962074	0.981037353493506	1.280918932258045	0.24448353243190982	0.26829294058240155	0.2475259589811937	0.2396975680044954	-5.349519865666889	2.5052597328321355	
10	-7443.926465622026	-7437.174517177634	-6.751948444392281	-7437.174517177634	1.0152607079408271	0.849384495239351	0.9899469330225392	0.23549630934828442	0.26829294058240155	0.26224516131093645	0.23396558875837803	-3.8816291370337863	1.1521659318321587	
11	-7443.986424527933	-7436.636407285051	-7.3500172428817265	-7436.636407285051	0.9894032794685321	0.8916761871740442	1.0653836513986197	0.23078808247916147	0.26829294058240155	0.25645495249410827	0.24446402444432913	-4.438837222915032	2.176271545554467	
12	-7443.914404889138	-7436.092163415847	-7.822241473290985	-7436.092163415847	0.9577083959781536	0.8916761871740442	1.0653836513986197	0.24461101420274334	0.2676142947715445	0.24975349832823962	0.2380211926974729	-4.91106145332429	0.5733761414642985	
13	-7442.171581532903	-7434.521453962619	-7.650127570284376	-7434.521453962619	1.0249939415008271	0.9600971615096294	1.1104784923900048	0.24175415989098303	0.2597630683586984	0.2524275450884865	0.24605522666183247	-4.698853539329055	2.158337067290095	
