#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:alignment_7f5d43cf5275_twin" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:alignment_7f5d43cf5275_twin" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:alignment_7f5d43cf5275_twin" name="popSize" spec="beast.core.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:alignment_7f5d43cf5275_twin" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:alignment_7f5d43cf5275_twin" spec="beast.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.alignment_7f5d43cf5275_twin" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="PopSizePrior.t:alignment_7f5d43cf5275_twin" name="distribution" x="@popSize.t:alignment_7f5d43cf5275_twin">
#            <OneOnX id="OneOnX.100" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@alignment_7f5d43cf5275_twin" id="treeLikelihood.alignment_7f5d43cf5275_twin" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:alignment_7f5d43cf5275_twin">
#            <siteModel id="SiteModel.s:alignment_7f5d43cf5275_twin" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:alignment_7f5d43cf5275_twin" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:alignment_7f5d43cf5275_twin" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:alignment_7f5d43cf5275_twin" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:alignment_7f5d43cf5275_twin" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:alignment_7f5d43cf5275_twin" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:alignment_7f5d43cf5275_twin" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	popSize	CoalescentConstant
0	-7913.231475731788	-7873.100135151456	-40.1313405803325	-7873.100135151456	3.5338720092411458	0.3	-41.335313384658434
1000	-7445.744810161517	-7439.1076997680475	-6.637110393470117	-7439.1076997680475	1.0811021204743476	1.3870043487601136	-6.309964116770951
2000	-7446.03887359834	-7439.5168229002775	-6.522050698062308	-7439.5168229002775	0.973300768188402	1.3026675733989508	-6.257636556491564
3000	-7445.0532515126415	-7438.198617305519	-6.854634207122386	-7438.198617305519	0.9820681465946944	1.7478382224446294	-6.296254484260951
4000	-7443.222362011948	-7436.193299499877	-7.02906251207035	-7436.193299499877	0.9838138500519545	1.7705903721221616	-6.457749477526061
5000	-7449.026279567408	-7442.125763746514	-6.900515820893533	-7442.125763746514	1.1104240420199203	1.1877008855040965	-6.728496411533662
6000	-7443.157377152285	-7436.012143317795	-7.145233834490229	-7436.012143317795	0.9748836863501061	1.8602073883284427	-6.524545853879369
7000	-7449.324052882252	-7441.048627501675	-8.275425380576547	-7441.048627501675	0.9745681456161397	2.610009981353218	-7.316071334975993
8000	-7444.91292621472	-7437.281604565495	-7.631321649224197	-7437.281604565495	1.03594991956314	2.109830881349304	-6.884713855967774
9000	-7446.182835449702	-7439.244783399343	-6.938052050359482	-7439.244783399343	1.070380830454189	1.3467786187468245	-6.640336517777077
10000	-7446.122488456382	-7439.262843370616	-6.859645085766076	-7439.262843370616	0.9889096398749836	1.4494207449940575	-6.488481095360461
11000	-7443.540905996922	-7437.057059930864	-6.483846066058361	-7437.057059930864	0.9676596913951139	1.1497911549209345	-6.34426574459186
12000	-7442.763840188388	-7435.797798284388	-6.966041903999995	-7435.797798284388	0.9929420552212631	0.7292251188051065	-7.281814693698631
13000	-7444.501308319465	-7437.674008753422	-6.827299566043224	-7437.674008753422	1.0304730007604788	1.428091561395965	-6.470960585556717
14000	-7443.950047140374	-7437.347125006457	-6.602922133917778	-7437.347125006457	0.9414532302047737	0.8122030098326772	-6.810927091876848
15000	-7442.525399107686	-7436.1264109775	-6.398988130185993	-7436.1264109775	1.0290844234240704	1.0112423364222554	-6.3878085191457705
16000	-7446.2614963183605	-7439.869526440218	-6.391969878142465	-7439.869526440218	1.0331001543851555	0.9837988072986279	-6.408303745105399
17000	-7443.080218203161	-7436.492532032459	-6.587686170701904	-7436.492532032459	1.0021083306013154	1.244103473492028	-6.369271001795764
18000	-7444.3501340195635	-7438.188225280357	-6.161908739205958	-7438.188225280357	1.05534763471794	1.07480163035892	-6.089772624552747
19000	-7446.401696511651	-7440.12377128678	-6.277925224870918	-7440.12377128678	0.9638403721762461	1.2407311735970563	-6.0622243629061785
20000	-7445.352741039368	-7438.013761795043	-7.3389792443253885	-7438.013761795043	0.9401077903598268	1.978970591245192	-6.656402438227104
21000	-7448.801274748855	-7442.643288863196	-6.157985885658746	-7442.643288863196	1.0414758545199718	0.7737414385612139	-6.414503405567638
